level_0,course,haccuracy,latitude,longitude,speed,time,nickname,At,d,v
60,336.33667,8.0,41.353362153601125,2.113349345132303,1.1735598,2018-11-08 14:04:35,bell_121_peu,1.0,0.749474424565395,0.749474424565395
61,328.56314,8.0,41.3533688931723,2.113349223911221,1.176667,2018-11-08 14:04:36,bell_121_peu,1.0,1.5993004072551547,1.5993004072551547
62,346.54807,12.0,41.35338323559748,2.113347788285023,1.2202398,2018-11-08 14:04:37,bell_121_peu,1.0,0.9549757939301989,0.9549757939301989
63,343.46768,12.0,41.35339154354767,2.1133448888635256,1.2315866,2018-11-08 14:04:38,bell_121_peu,2.0,0.5665796245039063,0.28328981225195315
64,343.46768,12.0,41.35339607054683,2.113341773409547,0.688515,2018-11-08 14:04:40,bell_121_peu,1.0,1.045298941269618,1.045298941269618
65,343.17468,16.0,41.3534050608932,2.1133381141677177,0.8051609,2018-11-08 14:04:41,bell_121_peu,1.0,1.2856238232748645,1.2856238232748645
66,6.700345,8.0,41.353416549562304,2.113339844900312,0.97522146,2018-11-08 14:04:42,bell_121_peu,1.0,1.1377249616336416,1.1377249616336416
67,334.02853,12.0,41.35342574088239,2.1133338560815758,1.034527,2018-11-08 14:04:43,bell_121_peu,1.0,1.3047526833131613,1.3047526833131613
68,340.978,12.0,41.35343615289532,2.113326648137337,1.1657244,2018-11-08 14:04:44,bell_121_peu,1.0,1.0334742517415634,1.0334742517415634
69,8.067091,12.0,41.3534453997578,2.113327896948191,1.1478792,2018-11-08 14:04:45,bell_121_peu,1.0,0.8410101737878622,0.8410101737878622
70,8.067091,12.0,41.35345248750371,2.1133314136740258,1.0888163,2018-11-08 14:04:46,bell_121_peu,1.0,1.559478644765518,1.559478644765518
71,343.1334,8.0,41.35346559372332,2.113324763426532,1.1007032,2018-11-08 14:04:47,bell_121_peu,1.0,1.7122764723799926,1.7122764723799926
72,326.67523,12.0,41.35347818306386,2.1133129502061005,1.1323551,2018-11-08 14:04:48,bell_121_peu,1.0,1.3297360543248866,1.3297360543248866
73,333.94424,8.0,41.35348875548543,2.1133055052105063,1.1506221,2018-11-08 14:04:49,bell_121_peu,1.0,1.7041729365839984,1.7041729365839984
74,343.1034,8.0,41.35350383693191,2.11330187245011,1.1627295,2018-11-08 14:04:50,bell_121_peu,1.0,1.6207356546622853,1.6207356546622853
75,328.76605,8.0,41.35351824505814,2.1132989371783664,1.1587684,2018-11-08 14:04:51,bell_121_peu,1.0,1.6759816553231384,1.6759816553231384
76,347.11124,8.0,41.35353312025734,2.1132956992171503,1.1482823,2018-11-08 14:04:52,bell_121_peu,1.0,2.26610208221392,2.26610208221392
77,340.55023,8.0,41.35355306586074,2.1132901264848423,1.1745507,2018-11-08 14:04:53,bell_121_peu,1.0,1.7224728089707544,1.7224728089707544
78,329.18164,8.0,41.353566996029954,2.113281100195936,1.1959857,2018-11-08 14:04:54,bell_121_peu,1.0,1.2346385072088275,1.2346385072088275
79,335.97034,6.0,41.353576929649165,2.11327449169352,1.1871929,2018-11-08 14:04:55,bell_121_peu,1.0,1.623837828737965,1.623837828737965
80,337.92133,8.0,41.35359014185581,2.113266204205622,1.1814361,2018-11-08 14:04:56,bell_121_peu,1.0,2.469262016079991,2.469262016079991
81,346.05887,12.0,41.35361034308029,2.113253918892384,1.2050139,2018-11-08 14:04:57,bell_121_peu,1.0,1.5079239550641472,1.5079239550641472
82,349.55978,8.0,41.35362332448089,2.1132486933463617,1.2010502,2018-11-08 14:04:58,bell_121_peu,1.0,1.6280613536205764,1.6280613536205764
83,337.56125,8.0,41.35363542334921,2.113237708577428,1.1919204,2018-11-08 14:04:59,bell_121_peu,1.0,1.9072585461320566,1.9072585461320566
84,344.82413,12.0,41.35365083010557,2.113227665247861,1.2046032,2018-11-08 14:05:00,bell_121_peu,1.0,1.5266926690997356,1.5266926690997356
85,339.23706,6.0,41.35366359589813,2.1132209322266307,1.1973964,2018-11-08 14:05:01,bell_121_peu,1.0,1.3571739764145292,1.3571739764145292
86,349.4257,6.0,41.35367538259296,2.113216710096888,1.1829637,2018-11-08 14:05:02,bell_121_peu,1.0,1.6469477301779571,1.6469477301779571
87,338.90707,8.0,41.35368786206865,2.1132060827038037,1.1763744,2018-11-08 14:05:03,bell_121_peu,1.0,1.9780803219423588,1.9780803219423588
88,334.95212,12.0,41.353702590889455,2.113192792765417,1.1738219,2018-11-08 14:05:04,bell_121_peu,1.0,2.137348228002081,2.137348228002081
89,334.08148,8.0,41.35371834932624,2.1131781300526638,1.1763457,2018-11-08 14:05:05,bell_121_peu,1.0,2.043521624657944,2.043521624657944
90,340.01343,8.0,41.35373332326057,2.1131639357820937,1.1785151,2018-11-08 14:05:06,bell_121_peu,1.0,1.7719268766851206,1.7719268766851206
91,344.5234,8.0,41.35374807606354,2.113155910604557,1.1896707,2018-11-08 14:05:07,bell_121_peu,1.0,2.2537620982672157,2.2537620982672157
92,343.36658,8.0,41.35376727893409,2.113147270392276,1.2293454,2018-11-08 14:05:08,bell_121_peu,1.0,2.0921456554068842,2.0921456554068842
93,338.7431,8.0,41.35378474588603,2.1131379532336427,1.2555474,2018-11-08 14:05:09,bell_121_peu,1.0,1.6791268956085184,1.6791268956085184
94,352.5675,8.0,41.35379953449296,2.113133884102338,1.254179,2018-11-08 14:05:10,bell_121_peu,1.0,1.89017568650859,1.89017568650859
95,349.67212,6.0,41.35381616997369,2.113129227425381,1.2508477,2018-11-08 14:05:11,bell_121_peu,1.0,1.8647609876535385,1.8647609876535385
96,345.70172,8.0,41.353832244163655,2.11312285794559,1.2490002,2018-11-08 14:05:12,bell_121_peu,1.0,1.2451189380277117,1.2451189380277117
97,345.9479,8.0,41.353842378514194,2.11311651334734,1.2385925,2018-11-08 14:05:13,bell_121_peu,1.0,0.9706957602186421,0.9706957602186421
98,345.9479,8.0,41.35384858329578,2.1131083327945066,1.2082833,2018-11-08 14:05:14,bell_121_peu,1.0,0.9647636132968319,0.9647636132968319
99,345.9479,16.0,41.35385606891571,2.1131024887203664,1.1719435,2018-11-08 14:05:15,bell_121_peu,1.0,1.601632368314486,1.601632368314486
100,10.020592,12.0,41.353870471693455,2.113102720210659,1.165537,2018-11-08 14:05:16,bell_121_peu,1.0,0.8459495759962008,0.8459495759962008
101,346.79086,8.0,41.35387707796994,2.11309769379927,1.1584953,2018-11-08 14:05:17,bell_121_peu,1.0,0.6698324843480552,0.6698324843480552
102,346.79086,6.0,41.35387754242046,2.113089692638374,1.1288258,2018-11-08 14:05:18,bell_121_peu,1.0,0.9206184403287551,0.9206184403287551
103,346.79086,6.0,41.35387698267921,2.113078688238608,1.0992757,2018-11-08 14:05:19,bell_121_peu,1.0,1.7647410604696612,1.7647410604696612
104,282.88647,8.0,41.35387118923584,2.113059004468594,1.1124662,2018-11-08 14:05:20,bell_121_peu,1.0,2.0206267635751027,2.0206267635751027
105,265.1186,8.0,41.35386381146018,2.113036880973283,1.1585385,2018-11-08 14:05:21,bell_121_peu,1.0,1.7049979930146102,1.7049979930146102
106,254.13017,8.0,41.353853792976665,2.113021417023523,1.1838828,2018-11-08 14:05:22,bell_121_peu,1.0,2.1754121414460412,2.1754121414460412
107,235.03389,8.0,41.35383804314685,2.1130059560930663,1.2372569,2018-11-08 14:05:23,bell_121_peu,1.0,1.7962082772898715,1.7962082772898715
108,248.90222,8.0,41.35382783695796,2.1129892757455626,1.2876372,2018-11-08 14:05:24,bell_121_peu,1.0,1.9735612234868796,1.9735612234868796
109,252.42781,8.0,41.35381844177756,2.112969215532748,1.3680093,2018-11-08 14:05:25,bell_121_peu,1.0,1.3039710148397672,1.3039710148397672
110,256.29254,8.0,41.35381592513163,2.1129539570745086,1.4095995,2018-11-08 14:05:26,bell_121_peu,1.0,0.8858656091484541,0.8858656091484541
111,273.4889,8.0,41.353813593573065,2.112943808497169,1.4063474,2018-11-08 14:05:27,bell_121_peu,1.0,1.112948845602643,1.112948845602643
112,261.08667,8.0,41.35381193741324,2.1129306584294736,1.3911626,2018-11-08 14:05:28,bell_121_peu,1.0,1.4269086916099267,1.4269086916099267
113,272.07877,8.0,41.35381165639119,2.11291356720934,1.3933483,2018-11-08 14:05:29,bell_121_peu,1.0,2.015160113837341,2.015160113837341
114,254.21678,8.0,41.35380821791138,2.1128898627823838,1.4338537,2018-11-08 14:05:30,bell_121_peu,1.0,1.1325523572719296,1.1325523572719296
115,268.4226,8.0,41.35380770078234,2.11287631154904,1.4461223,2018-11-08 14:05:31,bell_121_peu,1.0,1.2501361144520888,1.2501361144520888
116,287.98575,8.0,41.35380879185965,2.11286140478059,1.4495431,2018-11-08 14:05:32,bell_121_peu,1.0,1.542160972562338,1.542160972562338
117,282.7909,8.0,41.35380861894713,2.112842930098241,1.4510695,2018-11-08 14:05:33,bell_121_peu,1.0,1.6917693074867142,1.6917693074867142
118,304.33768,8.0,41.353814942723005,2.1128244953070108,1.4593474,2018-11-08 14:05:34,bell_121_peu,1.0,1.429393643849645,1.429393643849645
119,307.615,8.0,41.35382040660471,2.112808994144808,1.4555814,2018-11-08 14:05:35,bell_121_peu,1.0,0.9874960700583105,0.9874960700583105
120,311.72894,8.0,41.35382448879124,2.1127984872502665,1.4327965,2018-11-08 14:05:36,bell_121_peu,1.0,1.4969740884195082,1.4969740884195082
121,299.85324,8.0,41.35383209310343,2.1127836875654533,1.4059533,2018-11-08 14:05:37,bell_121_peu,1.0,1.4733290940051353,1.4733290940051353
122,295.22397,8.0,41.35383731772952,2.112767466276725,1.3798339,2018-11-08 14:05:38,bell_121_peu,2.0,1.309314815751733,0.6546574078758665
123,267.37274,8.0,41.353837789905725,2.112751792420978,1.2940263,2018-11-08 14:05:40,bell_121_peu,1.0,1.3796154232105973,1.3796154232105973
124,279.01886,8.0,41.35383985434738,2.1127354941116887,1.2725588,2018-11-08 14:05:41,bell_121_peu,1.0,0.8135139084221374,0.8135139084221374
125,279.01886,12.0,41.35384047225352,2.112725782490988,1.2319784,2018-11-08 14:05:42,bell_121_peu,1.0,0.7852667995646393,0.7852667995646393
126,279.01886,12.0,41.35384076644395,2.112716382632439,1.1837633,2018-11-08 14:05:43,bell_121_peu,1.0,1.342879747682602,1.342879747682602
127,310.3274,12.0,41.35384779529368,2.112703299700057,1.1577368,2018-11-08 14:05:44,bell_121_peu,1.0,1.1457241625487993,1.1457241625487993
128,294.6522,12.0,41.35385148552353,2.1126904836855163,1.1354957,2018-11-08 14:05:45,bell_121_peu,1.0,1.3210979261612008,1.3210979261612008
129,307.0564,8.0,41.3538562544943,2.1126759870813694,1.1162903,2018-11-08 14:05:46,bell_121_peu,1.0,1.0949454746512435,1.0949454746512435
130,307.0564,8.0,41.35386071289661,2.112664290505102,1.0821977,2018-11-08 14:05:47,bell_121_peu,1.0,1.655179832621277,1.655179832621277
131,282.22504,8.0,41.35386720854935,2.1126464480347136,1.0679952,2018-11-08 14:05:48,bell_121_peu,1.0,2.567781293043911,2.567781293043911
132,315.87985,12.0,41.35388373273617,2.112624958017516,1.0786713,2018-11-08 14:05:49,bell_121_peu,1.0,2.9807302207556425,2.9807302207556425
133,335.0381,12.0,41.35390721435719,2.112607732319777,1.0996563,2018-11-08 14:05:50,bell_121_peu,1.0,3.8199086112590708,3.8199086112590708
134,340.41144,12.0,41.35393759267722,2.112586363017064,1.160127,2018-11-08 14:05:51,bell_121_peu,3.0,1.0686997589136975,0.3562332529712325
135,340.41144,8.0,41.35394620174258,2.112580670917515,0.0,2018-11-08 14:05:54,bell_121_peu,1.0,2.68107338779664,2.68107338779664
136,332.8263,8.0,41.353967600728055,2.11256586939448,0.0,2018-11-08 14:05:55,bell_121_peu,1.0,2.6640161200426213,2.6640161200426213
137,338.48468,8.0,41.353988781359824,2.112550952992462,0.0,2018-11-08 14:05:56,bell_121_peu,1.0,3.1220520549922184,3.1220520549922184
138,335.86728,8.0,41.35401366469237,2.112533626594157,0.61082244,2018-11-08 14:05:57,bell_121_peu,1.0,3.0482654922067565,3.0482654922067565
139,358.94034,8.0,41.35403949965147,2.1125214120106515,0.8974158,2018-11-08 14:05:58,bell_121_peu,2.0,0.7381711279451147,0.3690855639725574
140,358.94034,16.0,41.35404276378966,2.1125137111080647,0.6224364,2018-11-08 14:06:00,bell_121_peu,1.0,2.4858477651078617,2.4858477651078617
141,345.91025,8.0,41.35406443655337,2.112506405677497,1.1339633,2018-11-08 14:06:01,bell_121_peu,1.0,1.9731804135737547,1.9731804135737547
142,346.39386,8.0,41.354081483338064,2.1124998385382794,1.2133418,2018-11-08 14:06:02,bell_121_peu,2.0,0.9093140485196555,0.45465702425982774
143,346.39386,8.0,41.354088974679485,2.112495469854352,0.73095137,2018-11-08 14:06:04,bell_121_peu,1.0,2.232652492267076,2.232652492267076
144,326.4758,12.0,41.35410611104435,2.11248152944661,0.89577407,2018-11-08 14:06:05,bell_121_peu,1.0,1.9361569380145305,1.9361569380145305
145,322.203,8.0,41.35412170394052,2.112471206089855,0.90644914,2018-11-08 14:06:06,bell_121_peu,1.0,2.1763871221532662,2.1763871221532662
146,322.203,12.0,41.35414002803093,2.112462042065777,0.8449892,2018-11-08 14:06:07,bell_121_peu,1.0,2.5386506154764206,2.5386506154764206
147,288.48358,6.0,41.35415910641811,2.11244533624953,0.90860647,2018-11-08 14:06:08,bell_121_peu,1.0,3.0311539475380926,3.0311539475380926
148,295.24707,8.0,41.35418091999357,2.112423557139022,1.0652406,2018-11-08 14:06:09,bell_121_peu,1.0,2.430323975375462,2.430323975375462
149,289.8165,8.0,41.354197465805775,2.1124045323745784,1.1226802,2018-11-08 14:06:10,bell_121_peu,1.0,2.193219228895852,2.193219228895852
150,307.65253,8.0,41.3542125920957,2.1123876688760395,1.1120505,2018-11-08 14:06:11,bell_121_peu,2.0,3.3231312320662343,1.6615656160331171
151,332.27856,12.0,41.35423867469841,2.112368232972428,1.1022475,2018-11-08 14:06:13,bell_121_peu,1.0,2.285033559670764,2.285033559670764
152,336.84866,8.0,41.35425725372131,2.112356534312009,1.1219007,2018-11-08 14:06:14,bell_121_peu,1.0,1.5911297896211896,1.5911297896211896
153,336.84866,8.0,41.35427058884824,2.112349620652881,1.1118795,2018-11-08 14:06:15,bell_121_peu,1.0,2.8275543843616053,2.8275543843616053
154,334.09482,12.0,41.35429352987912,2.1123350068862745,1.1467687,2018-11-08 14:06:16,bell_121_peu,1.0,1.8078656813272276,1.8078656813272276
155,354.00665,12.0,41.354309482482606,2.1123308249397748,1.1519006,2018-11-08 14:06:17,bell_121_peu,3.0,1.7130258218807037,0.571008607293568
156,355.80518,8.0,41.354324479009456,2.1123261267781,0.67179257,2018-11-08 14:06:20,bell_121_peu,1.0,2.140284707105465,2.140284707105465
157,354.66275,8.0,41.35434325070226,2.112320457377645,1.0727582,2018-11-08 14:06:21,bell_121_peu,1.0,3.0112064069262496,3.0112064069262496
158,351.35596,8.0,41.35436908056201,2.112309620760343,1.3836997,2018-11-08 14:06:22,bell_121_peu,1.0,3.143688001790364,3.143688001790364
159,347.2779,8.0,41.354394989867565,2.1122945482555693,1.6267831,2018-11-08 14:06:23,bell_121_peu,1.0,1.5892767153467995,1.5892767153467995
160,346.61172,8.0,41.35440870199485,2.112289176476932,1.5228211,2018-11-08 14:06:24,bell_121_peu,1.0,1.8663576204265109,1.8663576204265109
161,346.61172,16.0,41.35442545735503,2.1122878581556788,1.327701,2018-11-08 14:06:25,bell_121_peu,1.0,1.426039214342333,1.426039214342333
162,325.1114,16.0,41.35443631766378,2.1122787712006463,1.1872612,2018-11-08 14:06:26,bell_121_peu,1.0,1.7619066327902637,1.7619066327902637
163,298.91528,8.0,41.35444800745553,2.112264521033006,1.1293182,2018-11-08 14:06:27,bell_121_peu,1.0,2.068598840296004,2.068598840296004
164,293.806,8.0,41.35446350579184,2.1122508125156543,1.0875723,2018-11-08 14:06:28,bell_121_peu,1.0,2.850813311371725,2.850813311371725
165,293.806,12.0,41.35448821143151,2.112241685476385,1.0491611,2018-11-08 14:06:29,bell_121_peu,1.0,2.6645208772658457,2.6645208772658457
166,293.806,12.0,41.3545111391056,2.112232405023128,1.0117526,2018-11-08 14:06:30,bell_121_peu,4.0,1.6133929981832575,0.4033482495458144
167,290.74506,16.0,41.35452500169382,2.112226697200962,0.0,2018-11-08 14:06:34,bell_121_peu,1.0,1.4974360205242274,1.4974360205242274
168,290.74506,8.0,41.35453834724762,2.112224295546109,0.0,2018-11-08 14:06:35,bell_121_peu,1.0,2.0190100426026723,2.0190100426026723
169,286.9575,16.0,41.35455625470262,2.1122202958260607,0.0,2018-11-08 14:06:36,bell_121_peu,1.0,2.448105921139831,2.448105921139831
170,287.38004,16.0,41.35457796286949,2.112215405533998,0.0,2018-11-08 14:06:37,bell_121_peu,3.0,1.232676213860931,0.410892071286977
171,287.38004,12.0,41.354588781929074,2.112212185779244,0.0,2018-11-08 14:06:40,bell_121_peu,2.0,1.5878173848526795,0.7939086924263398
172,287.38004,12.0,41.35460304184642,2.1122111876917726,0.0,2018-11-08 14:06:42,bell_121_peu,1.0,3.0010584102917166,3.0010584102917166
173,287.38004,12.0,41.35463002530801,2.1122119269388517,0.0,2018-11-08 14:06:43,bell_121_peu,4.0,5.744177653301132,1.436044413325283
174,337.8441,12.0,41.354678845249815,2.1121894277287026,0.0,2018-11-08 14:06:47,bell_121_peu,1.0,4.768260493456211,4.768260493456211
175,359.1005,6.0,41.35472031489349,2.1121748868595964,0.0,2018-11-08 14:06:48,bell_121_peu,1.0,3.92246567646722,3.92246567646722
176,355.83426,16.0,41.354755179719376,2.112167736168852,0.55165184,2018-11-08 14:06:49,bell_121_peu,1.0,3.1526756826024953,3.1526756826024953
177,355.83426,16.0,41.35478263410991,2.112158303632051,0.6808277,2018-11-08 14:06:50,bell_121_peu,2.0,1.6309374298435082,0.8154687149217541
178,340.9805,12.0,41.35479583723839,2.11214979319844,0.6477217,2018-11-08 14:06:52,bell_121_peu,3.0,1.4690716755350681,0.48969055851168936
179,340.9805,16.0,41.3548044590829,2.112136456969542,0.0,2018-11-08 14:06:55,bell_121_peu,5.0,1.5528180449907671,0.31056360899815344
180,158.61406,16.0,41.35481536961808,2.112124844816654,0.0,2018-11-08 14:07:00,bell_121_peu,1.0,2.1473818889638494,2.1473818889638494
181,158.61406,12.0,41.35483276495349,2.112113670867734,0.0,2018-11-08 14:07:01,bell_121_peu,3.0,0.7090934894659662,0.2363644964886554
182,158.61406,12.0,41.354838677242284,2.112110487089474,0.0,2018-11-08 14:07:04,bell_121_peu,1.0,2.397888559608075,2.397888559608075
183,48.03528,8.0,41.35485998423484,2.1121149154919445,0.0,2018-11-08 14:07:05,bell_121_peu,1.0,1.7272557817047298,1.7272557817047298
