course,haccuracy,latitude,longitude,speed,time,nickname,At,d,v
0.0,7.504,41.42052091,2.16263296,0.0,2018-11-15 13:39:22,ift_1102,1.0,1.597812933856636,1.597812933856636
307.3,5.36,41.42053358,2.16262392,1.16,2018-11-15 13:39:23,ift_1102,1.0,0.48761080868047146,0.48761080868047146
148.9,5.36,41.42053456,2.16262962,0.16,2018-11-15 13:39:24,ift_1102,1.0,2.3936275264273954,2.3936275264273954
284.5,4.288,41.42053726,2.16260114,1.87,2018-11-15 13:39:25,ift_1102,1.0,1.5336765841658353,1.5336765841658353
282.1,4.288,41.42054548,2.16261591,0.96,2018-11-15 13:39:26,ift_1102,1.0,1.0005340775421145,1.0005340775421145
288.6,3.216,41.4205536,2.16261074,0.91,2018-11-15 13:39:27,ift_1102,1.0,1.8641284812695627,1.8641284812695627
311.8,3.216,41.42056653,2.16259651,0.91,2018-11-15 13:39:28,ift_1102,1.0,1.9018006832031975,1.9018006832031975
350.1,3.216,41.42058269,2.16258904,1.18,2018-11-15 13:39:29,ift_1102,1.0,1.36398690831431,1.36398690831431
291.5,3.216,41.42059148,2.16257763,1.33,2018-11-15 13:39:30,ift_1102,1.0,1.389864351542713,1.389864351542713
284.9,3.216,41.4205969,2.16256261,1.03,2018-11-15 13:39:31,ift_1102,1.0,1.3237061023320031,1.3237061023320031
293.4,3.216,41.42060178,2.16254813,1.32,2018-11-15 13:39:32,ift_1102,1.0,1.0433889510153003,1.0433889510153003
295.7,3.216,41.42060475,2.16253626,1.03,2018-11-15 13:39:33,ift_1102,1.0,0.9700229249966195,0.9700229249966195
290.8,3.216,41.42060566,2.16252469,1.21,2018-11-15 13:39:34,ift_1102,1.0,1.0045638295931694,1.0045638295931694
290.1,3.216,41.42060729,2.16251284,1.25,2018-11-15 13:39:35,ift_1102,1.0,1.393838632553663,1.393838632553663
268.4,4.288,41.42060435,2.16249659,1.73,2018-11-15 13:39:36,ift_1102,1.0,1.3918657395211618,1.3918657395211618
271.8,4.288,41.42060099,2.16248051,1.15,2018-11-15 13:39:37,ift_1102,1.0,1.6303669980537838,1.6303669980537838
258.1,4.288,41.42059448,2.16246299,2.11,2018-11-15 13:39:38,ift_1102,1.0,1.3815545561453892,1.3815545561453892
261.4,5.36,41.42058823,2.16244867,0.87,2018-11-15 13:39:39,ift_1102,1.0,1.083086823214162,1.083086823214162
250.9,4.288,41.42058218,2.16243849,0.99,2018-11-15 13:39:40,ift_1102,1.0,1.2811739836073535,1.2811739836073535
256.1,4.288,41.42057605,2.16242548,1.25,2018-11-15 13:39:41,ift_1102,1.0,1.2776793137552727,1.2776793137552727
269.6,4.288,41.42057414,2.16241037,1.24,2018-11-15 13:39:42,ift_1102,1.0,1.356658486252725,1.356658486252725
314.5,3.216,41.42058086,2.16239679,1.79,2018-11-15 13:39:43,ift_1102,1.0,1.2961678924658122,1.2961678924658122
349.4,3.216,41.42059199,2.16239217,1.22,2018-11-15 13:39:44,ift_1102,1.0,1.193062743593701,1.193062743593701
3.7,3.216,41.42060257,2.16239455,1.21,2018-11-15 13:39:45,ift_1102,1.0,1.2829862772078608,1.2829862772078608
334.4,3.216,41.42061352,2.1623897,1.82,2018-11-15 13:39:46,ift_1102,1.0,1.389814469947545,1.389814469947545
314.9,3.216,41.42062348,2.16237963,1.12,2018-11-15 13:39:47,ift_1102,1.0,1.0915684923452709,1.0915684923452709
293.3,3.216,41.42062595,2.16236696,1.2,2018-11-15 13:39:48,ift_1102,1.0,1.6274203645694942,1.6274203645694942
290.3,3.216,41.4206287,2.16234779,1.97,2018-11-15 13:39:49,ift_1102,1.0,1.5075508773577073,1.5075508773577073
289.5,3.216,41.4206312,2.16233002,1.2,2018-11-15 13:39:50,ift_1102,1.0,1.3082407943469887,1.3082407943469887
297.5,3.216,41.42063465,2.16231502,1.21,2018-11-15 13:39:51,ift_1102,1.0,1.4823853856691593,1.4823853856691593
283.8,3.216,41.42063687,2.16229749,1.56,2018-11-15 13:39:52,ift_1102,1.0,1.5336739419336038,1.5336739419336038
274.0,3.216,41.4206377,2.16227913,1.24,2018-11-15 13:39:53,ift_1102,1.0,1.3529104408584856,1.3529104408584856
277.3,3.216,41.42063921,2.16226303,1.32,2018-11-15 13:39:54,ift_1102,1.0,1.2213040415063336,1.2213040415063336
292.8,3.216,41.42064274,2.16224916,0.97,2018-11-15 13:39:55,ift_1102,1.0,1.263897112213039,1.263897112213039
304.7,3.216,41.42064979,2.16223727,1.15,2018-11-15 13:39:56,ift_1102,1.0,1.337870369055945,1.337870369055945
308.5,3.216,41.42065864,2.1622264,1.21,2018-11-15 13:39:57,ift_1102,1.0,1.229046324316429,1.229046324316429
308.6,3.216,41.42066625,2.16221571,1.21,2018-11-15 13:39:58,ift_1102,1.0,1.5437383851606576,1.5437383851606576
309.9,3.216,41.420676,2.16220253,1.55,2018-11-15 13:39:59,ift_1102,1.0,1.5084046590289688,1.5084046590289688
303.7,3.216,41.42068448,2.16218841,1.22,2018-11-15 13:40:00,ift_1102,1.0,1.3732325908327,1.3732325908327
298.7,3.216,41.4206905,2.16217403,1.28,2018-11-15 13:40:01,ift_1102,1.0,1.5331605688203507,1.5331605688203507
