,time,course,haccuracy,latitude,longitude,speed,At,d,v
0,2018-11-08 14:02:35,87.1875,10.0,41.352487010919816,2.113904999571027,1.2899999618530271,1.0,2.7250796355218254,2.7250796355218254
1,2018-11-08 14:02:36,82.265625,10.0,41.35247079193718,2.113929474728288,1.2899999618530271,1.0,2.0484566836852816,2.0484566836852816
2,2018-11-08 14:02:37,77.34375,10.0,41.35246220048643,2.1139511838575022,1.2300000190734863,1.0,1.6161953728190255,1.6161953728190255
3,2018-11-08 14:02:38,67.32421875,10.0,41.35246209571264,2.1139705460538285,1.4050000309944153,1.0,1.6161953754201168,1.6161953754201168
4,2018-11-08 14:02:39,57.3046875,10.0,41.35246199093885,2.1139899082501548,1.5800000429153442,1.0,1.721289243869753,1.721289243869753
5,2018-11-08 14:02:40,61.69921875,10.0,41.352462221441186,2.1140105277319567,1.475000023841858,1.0,1.721289237776285,1.721289237776285
6,2018-11-08 14:02:41,66.09375,10.0,41.35246245194352,2.1140311472137587,1.3700000047683716,1.0,1.7444558924897593,1.7444558924897593
7,2018-11-08 14:02:42,73.828125,10.0,41.352461634707964,2.114052018152656,1.2649999856948853,1.0,1.7444559143300686,1.7444559143300686
8,2018-11-08 14:02:43,81.5625,10.0,41.352460817472405,2.114072889091553,1.159999966621399,1.0,1.7671891764287726,1.7671891764287726
9,2018-11-08 14:02:44,80.33203125,10.0,41.35246039837725,2.114094053397061,1.159999966621399,1.0,1.7671891877978492,1.7671891877978492
10,2018-11-08 14:02:45,79.1015625,10.0,41.35245997928209,2.1141152177025693,1.159999966621399,1.0,1.6765785221132796,1.6765785221132796
11,2018-11-08 14:02:46,73.65234375,10.0,41.35246144611514,2.114135208541634,1.0899999737739563,1.0,1.676578484656163,1.676578484656163
12,2018-11-08 14:02:47,68.203125,10.0,41.3524629129482,2.114155199380698,1.0199999809265137,1.0,1.1193378264668143,1.1193378264668143
13,2018-11-08 14:02:48,62.40234375,10.0,41.352465280835844,2.1141682332401297,0.9549999833106995,1.0,1.119337787968638,1.119337787968638
14,2018-11-08 14:02:49,56.6015625,10.0,41.35246764872349,2.114181267099561,0.8899999856948853,1.0,1.1441813531006755,1.1441813531006755
15,2018-11-08 14:02:50,37.79296875,10.0,41.35247617730997,2.1141889365409634,0.9449999928474426,1.0,1.1441813068105464,1.1441813068105464
16,2018-11-08 14:02:51,18.984375,10.0,41.35248470589645,2.1141966059823654,1.0,1.0,1.2589365954782996,1.2589365954782996
17,2018-11-08 14:02:52,34.62890625,10.0,41.35249250106639,2.114207544366004,1.0899999737739563,1.0,1.2589365167327822,1.2589365167327822
18,2018-11-08 14:02:53,50.2734375,10.0,41.35250029623634,2.114218482749643,1.1799999475479126,1.0,1.3080629411345415,1.3080629411345415
19,2018-11-08 14:02:54,58.359375,10.0,41.35250379568092,2.1142334444468043,1.0949999690055847,1.0,1.3080628770047873,1.3080628770047873
20,2018-11-08 14:02:55,66.4453125,10.0,41.35250729512549,2.114248406143965,1.0099999904632568,1.0,1.4636800051932046,1.4636800051932046
21,2018-11-08 14:02:56,71.54296875,10.0,41.35250920200846,2.1142657566835306,1.0600000023841858,1.0,1.4636799633325814,1.4636799633325814
22,2018-11-08 14:02:57,76.640625,10.0,41.35251110889144,2.114283107223096,1.1100000143051147,1.0,1.3091121011522144,1.3091121011522144
23,2018-11-08 14:02:58,75.5859375,10.0,41.35251370728142,2.114298404196384,1.0849999785423279,1.0,1.3091120516186041,1.3091120516186041
24,2018-11-08 14:02:59,74.53125,10.0,41.3525163056714,2.114313701169672,1.059999942779541,1.0,1.457037556090089,1.457037556090089
25,2018-11-08 14:03:00,75.41015625,10.0,41.35251961652315,2.1143305907045624,1.1399999856948853,1.0,1.4570374867527032,1.4570374867527032
26,2018-11-08 14:03:01,76.2890625,10.0,41.352522927374906,2.114347480239453,1.2200000286102295,1.0,1.5763908776461792,1.5763908776461792
27,2018-11-08 14:03:02,78.75,10.0,41.35252552576489,2.114366046154978,1.2200000286102295,1.0,1.5763908168381617,1.5763908168381617
28,2018-11-08 14:03:03,81.2109375,10.0,41.35252812415487,2.114384612070503,1.2200000286102295,1.0,1.6199137635050733,1.6199137635050733
29,2018-11-08 14:03:04,75.5859375,10.0,41.352532943749196,2.114402926528933,1.300000011920929,1.0,1.619913656699367,1.619913656699367
30,2018-11-08 14:03:05,69.9609375,10.0,41.35253776334352,2.1144212409873626,1.3799999952316284,1.0,1.3553616185562527,1.3553616185562527
31,2018-11-08 14:03:06,72.24609375,10.0,41.352544301227994,2.114434945399048,1.3949999809265137,1.0,1.3553615215654202,1.3553615215654202
32,2018-11-08 14:03:07,74.53125,10.0,41.35255083911247,2.114448649810733,1.409999966621399,1.0,1.1234097002798102,1.1234097002798102
33,2018-11-08 14:03:08,75.05859375,10.0,41.35255676930896,2.1144595462848566,1.2649999856948853,1.0,1.1234096332001815,1.1234096332001815
34,2018-11-08 14:03:09,75.5859375,10.0,41.352562699505455,2.11447044275898,1.1200000047683716,1.0,1.0086117893140951,1.0086117893140951
35,2018-11-08 14:03:10,75.41015625,10.0,41.352571207137174,2.1144746337105653,1.0099999904632568,1.0,1.008611773470803,1.008611773470803
36,2018-11-08 14:03:11,75.234375,10.0,41.35257971476889,2.114478824662151,0.8999999761581421,1.0,1.3445055625193083,1.3445055625193083
37,2018-11-08 14:03:12,75.234375,10.0,41.3525901711931,2.1144869131987116,1.024999976158142,1.0,1.3445055080629857,1.3445055080629857
