,course,haccuracy,latitude,longitude,speed,time,nickname
0,-1.0,65.0,41.405376702113315,2.1436608782802073,-1.0,2018-11-07 06:33:12,VIR_1171_bus
1,-1.0,65.0,41.405451445534176,2.1437374287508097,-1.0,2018-11-07 06:33:15,VIR_1171_bus
2,280.546875,30.0,41.40550988264513,2.143796458842367,2.4700000286102295,2018-11-07 06:33:16,VIR_1171_bus
3,280.546875,30.0,41.40551612716299,2.1437527053078114,2.4700000286102295,2018-11-07 06:33:17,VIR_1171_bus
4,102.3046875,30.0,41.40557065144312,2.143903914841026,2.4700000286102295,2018-11-07 06:33:18,VIR_1171_bus
5,273.8671875,30.0,41.405585068316576,2.1439449023475348,2.4700000286102295,2018-11-07 06:33:19,VIR_1171_bus
6,-1.0,30.0,41.40564298726749,2.143709873782605,0.0,2018-11-07 06:33:20,VIR_1171_bus
7,-1.0,10.0,41.405536620916244,2.143915146591276,0.0,2018-11-07 06:33:21,VIR_1171_bus
8,-1.0,10.0,41.40558586459738,2.143826130779594,0.0,2018-11-07 06:33:22,VIR_1171_bus
9,-1.0,10.0,41.405618679748294,2.14373015798828,0.0,2018-11-07 06:33:25,VIR_1171_bus
10,59.4140625,10.0,41.405618679748294,2.14373015798828,0.0,2018-11-07 06:33:29,VIR_1171_bus
11,35.859375,25.0,41.405662978106555,2.1437450777759253,0.17000000178813934,2018-11-07 06:33:30,VIR_1171_bus
12,7.734375,25.0,41.4056926919533,2.14375069365105,1.190000057220459,2018-11-07 06:33:33,VIR_1171_bus
13,33.3984375,25.0,41.40570786319804,2.1437703073044716,0.9800000190734863,2018-11-07 06:33:35,VIR_1171_bus
14,64.6875,25.0,41.40571867585313,2.143802326174587,1.149999976158142,2018-11-07 06:33:37,VIR_1171_bus
15,37.96875,25.0,41.40573124870789,2.1438357699682413,0.8600000143051147,2018-11-07 06:33:39,VIR_1171_bus
16,34.1015625,25.0,41.40574436638635,2.143857060002297,1.399999976158142,2018-11-07 06:33:40,VIR_1171_bus
17,30.9375,25.0,41.40575844798368,2.1438769251128136,1.2599999904632568,2018-11-07 06:33:41,VIR_1171_bus
18,17.9296875,25.0,41.40577533751857,2.143890671434015,1.7000000476837158,2018-11-07 06:33:42,VIR_1171_bus
19,4.21875,25.0,41.4057944482578,2.143899472432345,1.7000000476837158,2018-11-07 06:33:43,VIR_1171_bus
20,352.265625,25.0,41.40581410382074,2.1439025737365185,1.7000000476837158,2018-11-07 06:33:44,VIR_1171_bus
21,351.2109375,25.0,41.405833298379,2.143904166298121,1.600000023841858,2018-11-07 06:33:45,VIR_1171_bus
22,358.2421875,25.0,41.40585098419469,2.143912715839356,1.4199999570846558,2018-11-07 06:33:46,VIR_1171_bus
23,43.9453125,25.0,41.40586812518668,2.143955379726499,1.4199999570846558,2018-11-07 06:33:48,VIR_1171_bus
24,67.1484375,25.0,41.40587043021005,2.1439842134734093,1.4199999570846558,2018-11-07 06:33:49,VIR_1171_bus
25,72.0703125,25.0,41.40587172940504,2.1440156456103026,1.7300000190734863,2018-11-07 06:33:50,VIR_1171_bus
26,80.5078125,25.0,41.40587151985746,2.1440416295101343,1.3200000524520874,2018-11-07 06:33:51,VIR_1171_bus
27,24.2578125,25.0,41.40587487261873,2.1440695412476956,0.18000000715255737,2018-11-07 06:33:54,VIR_1171_bus
28,30.234375,25.0,41.40589465391022,2.144085047768563,0.9300000071525574,2018-11-07 06:33:55,VIR_1171_bus
29,29.53125,25.0,41.40592566695195,2.144108265640348,2.4700000286102295,2018-11-07 06:33:56,VIR_1171_bus
30,35.859375,25.0,41.4059551293416,2.1441363450159727,2.4700000286102295,2018-11-07 06:33:57,VIR_1171_bus
31,39.375,25.0,41.405980358870146,2.144162161277741,1.7799999713897705,2018-11-07 06:33:58,VIR_1171_bus
32,39.375,25.0,41.406003534832415,2.1441811043789087,1.7300000190734863,2018-11-07 06:33:58,VIR_1171_bus
33,15.46875,25.0,41.40602717179936,2.144186133520812,1.659999966621399,2018-11-07 06:33:59,VIR_1171_bus
34,352.96875,25.0,41.40605810102206,2.1441832836737333,2.1700000762939453,2018-11-07 06:34:00,VIR_1171_bus
35,345.5859375,25.0,41.40608856924009,2.1441816911121307,2.1700000762939453,2018-11-07 06:34:01,VIR_1171_bus
36,4.21875,25.0,41.40611509796363,2.1441930905004445,1.909999966621399,2018-11-07 06:34:02,VIR_1171_bus
37,23.90625,25.0,41.40614715874326,2.144213207068056,1.909999966621399,2018-11-07 06:34:03,VIR_1171_bus
38,30.9375,25.0,41.406170963348266,2.144232653083414,1.909999966621399,2018-11-07 06:34:04,VIR_1171_bus
39,20.7421875,25.0,41.4061882300688,2.144261822106451,1.7200000286102295,2018-11-07 06:34:06,VIR_1171_bus
40,23.90625,25.0,41.40620030000937,2.1443013846894208,2.0799999237060547,2018-11-07 06:34:10,VIR_1171_bus
41,44.296875,25.0,41.40619539659601,2.144345138223976,1.7200000286102295,2018-11-07 06:34:12,VIR_1171_bus
42,58.7109375,25.0,41.40618952926379,2.1443718764950934,1.6299999952316284,2018-11-07 06:34:13,VIR_1171_bus
43,56.953125,25.0,41.40618701469284,2.1443986147662106,1.6299999952316284,2018-11-07 06:34:14,VIR_1171_bus
44,55.546875,25.0,41.406190618911204,2.144443877043337,1.6799999475479126,2018-11-07 06:34:16,VIR_1171_bus
45,54.140625,25.0,41.40619568996262,2.144468268381566,1.6799999475479126,2018-11-07 06:34:17,VIR_1171_bus
46,49.21875,25.0,41.40619791116696,2.1445020474513474,1.3899999856948853,2018-11-07 06:34:19,VIR_1171_bus
